[2026-09-03T06:23:46.325Z] WARN  [CutoverRouter] database unavailable for un-cutover repo (database file does not exist) — orphan remains authoritative
[2026-09-03T06:23:46.326Z] WARN  [CutoverRouter] database unavailable for un-cutover repo (database file does not exist) — orphan remains authoritative
[2026-09-03T06:23:46.326Z] INFO  [StorageFactory] StorageFactory.create: route=uncutover, projectPath=c:\Users\nandi\main-projects\Zest_Solution\Zest-Solution-
[2026-09-03T06:23:46.751Z] WARN  [ReadStorageResolver] createReadStorage: folder lacks index.json — falling back to orphan branch (migration incomplete, or folder wiped)
[2026-09-03T06:23:46.830Z] INFO  [SchemaV5Migration] Storage backend not initialized yet — skipping schema v5 migration (no data to migrate)
[2026-09-03T06:23:46.830Z] INFO  [activate] Schema v5 migration: alreadyDone=false fresh=true migrated=0 skipped=0
[2026-09-03T06:23:46.960Z] WARN  [CutoverRouter] database unavailable for un-cutover repo (database file does not exist) — orphan remains authoritative
[2026-09-03T06:23:47.789Z] INFO  [Installer] Status: enabled=true, claude=true, git=true, geminiHook=true, hermesHook=false, worktreeHooks=true, sessions=2, summaries=0, codex=true/true, gemini=true/true, enabledWorktrees=1, opencode=false/undefined, cursor=false/undefined, copilot=false/true, copilotChat=true, cline=false/undefined
[2026-09-03T06:23:47.791Z] INFO  [initialLoad] All panels loaded — updating status bar
[2026-09-03T06:23:47.791Z] INFO  [Installer] Checking Jolli Memory status
[2026-09-03T06:23:47.833Z] INFO  [Installer] Status: enabled=true, claude=true, git=true, geminiHook=true, hermesHook=false, worktreeHooks=true, sessions=2, summaries=0, codex=true/true, gemini=true/true, enabledWorktrees=1, opencode=false/undefined, cursor=false/undefined, copilot=false/true, copilotChat=true, cline=false/undefined
[2026-09-03T06:23:47.836Z] INFO  [Installer] Checking Jolli Memory status
[2026-09-03T06:23:48.401Z] INFO  [Installer] Status: enabled=true, claude=true, git=true, geminiHook=true, hermesHook=false, worktreeHooks=true, sessions=2, summaries=0, codex=true/true, gemini=true/true, enabledWorktrees=1, opencode=false/undefined, cursor=false/undefined, copilot=false/true, copilotChat=true, cline=false/undefined
[2026-09-03T06:23:48.567Z] INFO  [Installer] Status: enabled=true, claude=true, git=true, geminiHook=true, hermesHook=false, worktreeHooks=true, sessions=2, summaries=0, codex=true/true, gemini=true/true, enabledWorktrees=1, opencode=false/undefined, cursor=false/undefined, copilot=false/true, copilotChat=true, cline=false/undefined
[2026-09-03T06:23:48.568Z] INFO  [Installer] Checking Jolli Memory status
[2026-09-03T06:23:48.570Z] WARN  [CutoverRouter] database unavailable for un-cutover repo (database file does not exist) — orphan remains authoritative
[2026-09-03T06:23:48.570Z] INFO  [StorageFactory] StorageFactory.create: route=uncutover, projectPath=c:\Users\nandi\main-projects\Zest_Solution\Zest-Solution-
[2026-09-03T06:23:49.265Z] INFO  [Installer] Status: enabled=true, claude=true, git=true, geminiHook=true, hermesHook=false, worktreeHooks=true, sessions=2, summaries=0, codex=true/true, gemini=true/true, enabledWorktrees=1, opencode=false/undefined, cursor=false/undefined, copilot=false/true, copilotChat=true, cline=false/undefined
[2026-09-03T07:16:12.640Z] INFO  [PrepareMsgHook] === Prepare-commit-msg hook started (source: message) ===
[2026-09-03T07:16:12.647Z] INFO  [RepoProfile] manual-disable read → false (by=manuallyDisabled, pid=32428, cwd=C:\Users\nandi\main-projects\Zest_Solution\Zest-Solution-, profile=C:\Users\nandi\main-projects\Zest_Solution\Zest-Solution-\.jolli\jollimemory\profile.json, raw: userDisabled=undefined manuallyDisabled=false fence=none)
[2026-09-03T07:16:12.988Z] INFO  [GitOperationDetector] Reset-squash detected: 1 commits (c44617de..377b022b)
